Task ID,Task Description,Skill Requirement,Task Deadline,Task Priority,Task Dependencies,Estimated Completion Time,Team Member ID,Team Member Skills,Team Member Workload
TASK-22520,Table religious discussion fine.,CSS,2025-01-21,High,"['TASK-00986', 'TASK-14906']",6,TM-332,"['Finance', 'HTML', 'Data Analysis', 'Editing']",18
TASK-22521,Simple crime guy water good.,Finance,2025-01-19,Low,['TASK-10480'],1,TM-425,"['Design', 'Java', 'SEO', 'Data Analysis', 'CSS']",16
TASK-22522,Property man question Mrs.,C++,2025-01-06,Low,[],6,TM-472,"['Teaching', 'C++', 'Data Analysis', 'CSS']",11
TASK-22523,Involve expect no real ahead blood.,SEO,2025-01-04,Low,['TASK-04448'],7,TM-118,"['SEO', 'Event Planning', 'Graphic Design', 'SQL']",8
TASK-22524,Author make event skill wish clearly start.,Data Analysis,2025-01-20,High,"['TASK-06290', 'TASK-02453', 'TASK-03381']",6,TM-176,"['Event Planning', 'Editing']",5
TASK-22525,Admit add Republican big three.,Java,2025-01-05,High,['TASK-17790'],3,TM-368,"['SEO', 'Customer Support']",15
TASK-22526,Fire opportunity decade.,Design,2025-01-12,Low,[],4,TM-046,"['Teaching', 'Data Analysis', 'HTML']",18
TASK-22527,Change range at Mr deal maybe indeed car.,Event Planning,2025-01-05,Medium,['TASK-18496'],3,TM-021,"['SQL', 'DevOps', 'Marketing']",16
TASK-22528,Arrive fight along many that energy toward.,Customer Support,2025-01-06,Low,[],6,TM-312,"['SQL', 'Marketing', 'HTML', 'Event Planning']",6
TASK-22529,Challenge beat thousand life.,Event Planning,2024-12-26,Low,"['TASK-05872', 'TASK-08967']",3,TM-078,"['Finance', 'Event Planning', 'Java', 'SEO']",16
TASK-22530,Eye fall catch environment friend role.,SEO,2024-12-28,High,"['TASK-04296', 'TASK-13826']",2,TM-427,"['Event Planning', 'Python', 'SQL', 'Marketing', 'SEO']",14
TASK-22531,Memory sign enough green life something.,Design,2024-12-28,Low,"['TASK-20336', 'TASK-20130', 'TASK-12991']",2,TM-236,"['Design', 'C++', 'Customer Support', 'CSS', 'Event Planning']",19
TASK-22532,Health before place same traditional nothing.,SEO,2025-01-11,Medium,[],5,TM-258,"['Data Analysis', 'Java']",8
TASK-22533,Network pretty product organization ever many against.,Java,2024-12-26,High,[],8,TM-209,"['CSS', 'Graphic Design', 'C++', 'Python']",0
TASK-22534,General event collection herself lay business.,Finance,2024-12-31,Medium,[],7,TM-471,"['Java', 'Marketing']",20
TASK-22535,Through religious act as central floor.,Marketing,2025-01-21,High,[],4,TM-319,"['SQL', 'Data Analysis', 'Teaching', 'C++']",8
TASK-22536,Hear possible up argue walk view all.,Event Planning,2024-12-31,High,"['TASK-21132', 'TASK-21769', 'TASK-19695']",4,TM-148,"['Finance', 'Design', 'Editing', 'Graphic Design']",10
TASK-22537,Time how star clear build case.,DevOps,2025-01-04,Medium,"['TASK-07092', 'TASK-06216']",8,TM-009,"['Editing', 'Customer Support', 'DevOps', 'Data Analysis']",12
TASK-22538,Again difference series collection.,DevOps,2025-01-20,Medium,['TASK-10090'],8,TM-102,"['Graphic Design', 'Design', 'Python', 'C++', 'DevOps']",14
TASK-22539,Present story name front truth finish.,SQL,2025-01-13,Low,['TASK-10292'],1,TM-060,"['Python', 'CSS', 'Data Analysis']",8
TASK-22540,Statement chair clear reduce public than activity get.,HTML,2025-01-19,Low,[],4,TM-396,"['CSS', 'Finance', 'Event Planning']",8
TASK-22541,Whatever now present.,SEO,2025-01-03,Low,[],1,TM-114,"['Teaching', 'Marketing', 'Java', 'DevOps']",10
TASK-22542,Environment drive bar government certain defense.,Editing,2025-01-16,Medium,"['TASK-03746', 'TASK-14669']",2,TM-072,"['HTML', 'Java', 'Teaching', 'Python', 'Graphic Design']",0
TASK-22543,Reality program guy win after ask.,Data Analysis,2025-01-05,Low,[],8,TM-241,"['DevOps', 'Teaching', 'Design', 'Graphic Design', 'C++']",2
TASK-22544,Keep operation can risk.,CSS,2025-01-21,High,"['TASK-05713', 'TASK-18308', 'TASK-16455']",4,TM-081,"['Editing', 'Finance', 'DevOps']",14
TASK-22545,One term service choice.,Editing,2025-01-14,High,"['TASK-22322', 'TASK-21274']",4,TM-460,"['Java', 'SEO', 'C++', 'Python']",8
TASK-22546,Wife rate executive year issue clear.,Python,2025-01-15,Low,"['TASK-01668', 'TASK-00009']",6,TM-457,"['Event Planning', 'C++', 'CSS', 'Data Analysis', 'Graphic Design']",15
TASK-22547,Oil indicate determine.,Customer Support,2025-01-22,Medium,[],2,TM-138,"['SEO', 'Graphic Design', 'Data Analysis']",16
TASK-22548,Great leg chair office service indeed change.,Event Planning,2025-01-10,High,['TASK-08915'],5,TM-358,"['Finance', 'Graphic Design', 'Customer Support', 'HTML', 'Python']",15
TASK-22549,Song state hour join.,C++,2024-12-30,Low,"['TASK-14532', 'TASK-11193', 'TASK-08984']",8,TM-171,"['Event Planning', 'Java', 'SEO', 'DevOps']",4
TASK-22550,Bed option south bring parent member employee.,HTML,2025-01-16,Medium,"['TASK-08711', 'TASK-11784']",2,TM-357,"['DevOps', 'Finance', 'CSS']",15
TASK-22551,Reflect research travel close attack.,Event Planning,2025-01-10,Medium,"['TASK-05731', 'TASK-07028', 'TASK-03639']",7,TM-127,"['SQL', 'Design', 'Customer Support']",3
TASK-22552,Lot do record.,Finance,2025-01-18,Low,"['TASK-12577', 'TASK-05267', 'TASK-14491']",6,TM-330,"['Python', 'Customer Support']",2
TASK-22553,Share five recently.,SEO,2025-01-17,Low,[],7,TM-388,"['Teaching', 'Python', 'SEO']",6
TASK-22554,Point yourself newspaper mother here discussion skill.,Teaching,2025-01-10,Low,"['TASK-20083', 'TASK-04593', 'TASK-19611']",7,TM-037,"['Graphic Design', 'Marketing']",7
TASK-22555,Necessary service happy model out method.,DevOps,2024-12-25,High,[],2,TM-466,"['Data Analysis', 'C++', 'SEO', 'CSS']",13
TASK-22556,Anything animal hot.,SEO,2024-12-25,Low,['TASK-09476'],3,TM-170,"['Design', 'Teaching', 'Finance', 'SEO']",9
TASK-22557,Sign we bed argue travel guess.,C++,2025-01-04,Medium,"['TASK-16386', 'TASK-11761']",1,TM-490,"['C++', 'Java', 'CSS']",0
TASK-22558,Class officer store.,SEO,2025-01-13,Low,['TASK-03577'],8,TM-047,"['DevOps', 'Event Planning', 'HTML', 'SQL', 'Marketing']",18
TASK-22559,Forward blood body provide force there.,Data Analysis,2025-01-18,Low,"['TASK-07297', 'TASK-17088', 'TASK-21766']",5,TM-076,"['Graphic Design', 'CSS', 'Data Analysis', 'Python']",18
TASK-22560,Establish long senior foot Mr.,Customer Support,2025-01-20,Low,['TASK-06248'],3,TM-443,"['Finance', 'Teaching']",10
TASK-22561,Final performance claim represent.,Data Analysis,2025-01-16,Medium,"['TASK-17161', 'TASK-13446']",8,TM-211,"['Editing', 'DevOps', 'SEO', 'SQL']",0
TASK-22562,Respond old glass cold cause worker.,Data Analysis,2025-01-11,High,"['TASK-00388', 'TASK-18947', 'TASK-08675']",6,TM-465,"['HTML', 'Graphic Design', 'C++']",19
TASK-22563,Game account usually media majority.,C++,2025-01-10,High,[],7,TM-311,"['Editing', 'Python', 'Java']",14
TASK-22564,Develop treatment each window view home campaign head.,CSS,2025-01-07,Low,"['TASK-10458', 'TASK-15963']",3,TM-261,"['HTML', 'SQL', 'Teaching', 'Customer Support']",16
TASK-22565,Fast their read religious.,CSS,2025-01-19,High,"['TASK-03289', 'TASK-09239']",7,TM-124,"['SQL', 'CSS', 'Python']",0
TASK-22566,Kitchen eye through create.,Event Planning,2025-01-05,Low,['TASK-13569'],3,TM-181,"['Customer Support', 'Graphic Design', 'Event Planning']",5
TASK-22567,By wide cut student theory.,C++,2025-01-03,Low,"['TASK-03703', 'TASK-21067']",1,TM-329,"['CSS', 'Finance', 'Customer Support']",5
TASK-22568,Plant situation throw move night fish stock age.,Editing,2025-01-02,Medium,"['TASK-03323', 'TASK-18180']",7,TM-481,"['Finance', 'SEO', 'C++', 'Python', 'HTML']",3
TASK-22569,Former he along condition few Republican.,Design,2025-01-21,High,[],7,TM-404,"['C++', 'Editing']",6
TASK-22570,Song camera current agency church many whole.,Java,2025-01-22,Medium,['TASK-22154'],3,TM-091,"['CSS', 'DevOps', 'Graphic Design', 'Finance']",7
TASK-22571,Realize catch family pay want evening baby.,Design,2025-01-15,Low,"['TASK-04431', 'TASK-08670', 'TASK-00567']",4,TM-324,"['Marketing', 'Teaching']",5
TASK-22572,Watch action least artist.,HTML,2025-01-11,Medium,['TASK-07128'],1,TM-415,"['Design', 'Editing', 'Event Planning']",12
TASK-22573,Art various whose building including book.,Editing,2025-01-21,Medium,"['TASK-17840', 'TASK-16180', 'TASK-14393']",8,TM-188,"['HTML', 'SQL']",0
TASK-22574,Call pretty less ever decade body.,Editing,2025-01-01,High,"['TASK-01880', 'TASK-19026']",5,TM-041,"['Marketing', 'Data Analysis', 'Finance', 'Editing', 'Teaching']",6
TASK-22575,Hold federal address across character.,C++,2024-12-30,High,['TASK-05620'],1,TM-173,"['DevOps', 'SQL', 'Teaching', 'CSS', 'HTML']",8
TASK-22576,Just feel would require almost.,Finance,2025-01-11,High,[],7,TM-231,"['Java', 'Finance', 'Python', 'CSS']",1
TASK-22577,Walk car responsibility.,Data Analysis,2025-01-22,Low,"['TASK-07845', 'TASK-11720']",2,TM-015,"['Event Planning', 'DevOps', 'SEO', 'SQL']",10
TASK-22578,Newspaper hit old design role.,Event Planning,2025-01-13,Low,"['TASK-11232', 'TASK-19505', 'TASK-13179']",3,TM-111,"['Marketing', 'Customer Support', 'SQL']",8
TASK-22579,Although wife nor special benefit onto various.,Editing,2025-01-20,High,['TASK-11169'],8,TM-069,"['C++', 'Graphic Design']",13
TASK-22580,Information myself during option necessary food.,C++,2025-01-06,Low,[],7,TM-012,"['Teaching', 'CSS']",5
TASK-22581,Instead after election your term pass believe reflect.,Java,2025-01-11,High,"['TASK-15859', 'TASK-15593', 'TASK-04608']",3,TM-304,"['C++', 'Customer Support', 'Event Planning', 'Java']",11
TASK-22582,Travel let remember art son effect wind.,Design,2025-01-17,Medium,[],1,TM-387,"['C++', 'SQL', 'Finance']",13
TASK-22583,Deal support indicate west long report.,Editing,2025-01-20,Low,"['TASK-06967', 'TASK-13924', 'TASK-17092']",6,TM-058,"['C++', 'SQL', 'Graphic Design']",1
TASK-22584,Without building create stage control main.,Event Planning,2025-01-19,Low,[],8,TM-497,"['Marketing', 'DevOps', 'Graphic Design']",18
TASK-22585,Can analysis thank phone.,SEO,2025-01-21,Low,[],2,TM-188,"['SQL', 'Data Analysis', 'SEO']",7
TASK-22586,Course anything center exactly.,SEO,2025-01-08,Low,[],8,TM-367,"['SQL', 'Data Analysis', 'Event Planning', 'SEO']",1
TASK-22587,Field example cost.,Java,2025-01-07,High,[],7,TM-266,"['HTML', 'C++']",14
TASK-22588,Paper our oil pattern office piece during check.,Graphic Design,2025-01-13,Medium,"['TASK-03673', 'TASK-20731', 'TASK-15106']",3,TM-189,"['C++', 'Teaching', 'HTML', 'Finance']",3
TASK-22589,Ground probably manager arm letter step.,Teaching,2025-01-14,Medium,"['TASK-22328', 'TASK-02476']",6,TM-080,"['HTML', 'Event Planning', 'Java']",4
TASK-22590,Hour develop drive.,HTML,2024-12-24,Medium,[],1,TM-190,"['HTML', 'Design', 'Data Analysis', 'Marketing']",15
TASK-22591,Loss change power responsibility safe.,CSS,2025-01-14,High,"['TASK-21191', 'TASK-06531', 'TASK-17787']",1,TM-112,"['DevOps', 'Data Analysis', 'Graphic Design', 'CSS']",1
TASK-22592,Item practice century would.,HTML,2025-01-18,Medium,[],6,TM-001,"['Python', 'Customer Support']",19
TASK-22593,View toward establish not blue focus.,SQL,2025-01-14,High,"['TASK-12897', 'TASK-09949']",8,TM-147,"['Java', 'Design', 'Teaching']",14
TASK-22594,Today during professional hair.,Java,2025-01-02,High,"['TASK-02152', 'TASK-03748']",3,TM-134,"['Teaching', 'SQL', 'DevOps']",0
TASK-22595,Produce save society animal choose already structure ever.,C++,2024-12-31,High,[],6,TM-198,"['Event Planning', 'Marketing', 'Customer Support', 'Teaching', 'SQL']",6
TASK-22596,Appear meet send imagine themselves look.,Design,2025-01-01,High,[],4,TM-495,"['Finance', 'HTML']",17
TASK-22597,Heart eat identify very.,Event Planning,2024-12-27,Medium,"['TASK-21423', 'TASK-04498', 'TASK-18891']",2,TM-459,"['SEO', 'Data Analysis', 'Design']",6
TASK-22598,Begin trip room family theory individual.,SQL,2025-01-18,Low,"['TASK-14604', 'TASK-02349']",6,TM-128,"['Marketing', 'Customer Support', 'SQL']",3
TASK-22599,Wish prevent language according listen tough.,HTML,2025-01-09,Medium,[],7,TM-029,"['Python', 'HTML', 'DevOps', 'Teaching', 'Editing']",12
TASK-22600,Kid center everybody cover resource though.,DevOps,2025-01-15,Medium,['TASK-15460'],5,TM-442,"['Marketing', 'C++', 'Python', 'DevOps']",5
TASK-22601,Professional government avoid hundred.,Event Planning,2025-01-12,Medium,"['TASK-10413', 'TASK-04042', 'TASK-10250']",2,TM-107,"['Teaching', 'SEO', 'Customer Support', 'DevOps']",1
TASK-22602,Loss executive bed player technology investment old.,Finance,2025-01-20,Low,"['TASK-07638', 'TASK-12053', 'TASK-16931']",2,TM-036,"['CSS', 'Python', 'HTML', 'Design', 'Data Analysis']",2
TASK-22603,Probably feel generation compare include move walk.,Event Planning,2025-01-22,Low,"['TASK-17079', 'TASK-22070']",8,TM-207,"['Event Planning', 'DevOps', 'Marketing', 'Java', 'C++']",20
TASK-22604,Stage option upon.,Customer Support,2025-01-13,High,[],6,TM-194,"['Finance', 'SQL', 'Customer Support', 'Marketing', 'HTML']",3
TASK-22605,Successful enter issue field statement.,SQL,2024-12-24,Low,['TASK-12254'],6,TM-317,"['Design', 'Data Analysis']",11
TASK-22606,Spring training explain factor support theory share rise.,Marketing,2025-01-05,High,"['TASK-13842', 'TASK-10108', 'TASK-05007']",3,TM-465,"['Customer Support', 'Graphic Design', 'Editing', 'SQL']",6
TASK-22607,Election hour tough trip real.,Event Planning,2025-01-20,Low,"['TASK-11131', 'TASK-16824', 'TASK-14584']",7,TM-335,"['Customer Support', 'SQL', 'CSS', 'Design', 'Java']",18
TASK-22608,Information fund story understand.,Teaching,2025-01-21,High,"['TASK-01764', 'TASK-09089']",8,TM-103,"['DevOps', 'Graphic Design', 'HTML', 'C++']",19
TASK-22609,Sort may law term.,CSS,2024-12-30,Low,['TASK-03851'],6,TM-218,"['CSS', 'Marketing', 'HTML', 'DevOps', 'Customer Support']",17
TASK-22610,Hard agree maintain trade education art form.,HTML,2024-12-31,Medium,"['TASK-02385', 'TASK-07145', 'TASK-06630']",2,TM-369,"['Graphic Design', 'Marketing', 'DevOps']",15
TASK-22611,Few prove customer ago face agent.,Editing,2024-12-30,Medium,[],5,TM-230,"['Java', 'DevOps', 'CSS']",18
TASK-22612,Nearly federal offer image perform approach cost computer.,Teaching,2025-01-04,High,"['TASK-15920', 'TASK-01493', 'TASK-09888']",4,TM-113,"['Event Planning', 'Data Analysis']",20
TASK-22613,Authority wear baby above.,Event Planning,2025-01-11,Low,"['TASK-08621', 'TASK-03419']",1,TM-171,"['Editing', 'Teaching', 'Graphic Design', 'CSS']",17
TASK-22614,State road security hair grow.,Customer Support,2025-01-19,Low,"['TASK-19748', 'TASK-14001', 'TASK-16728']",3,TM-199,"['Teaching', 'Finance', 'Graphic Design']",7
TASK-22615,Theory across less think.,Graphic Design,2025-01-21,Medium,"['TASK-02915', 'TASK-03127', 'TASK-08943']",6,TM-002,"['Marketing', 'Graphic Design', 'CSS', 'HTML']",16
TASK-22616,Affect attention life might energy public back.,CSS,2025-01-22,Medium,"['TASK-14733', 'TASK-12707']",5,TM-319,"['SEO', 'HTML', 'Editing']",0
TASK-22617,Stage catch sometimes drug movement.,Java,2025-01-03,Medium,"['TASK-07284', 'TASK-05697', 'TASK-14025']",6,TM-076,"['Editing', 'Marketing', 'Graphic Design', 'SEO']",15
TASK-22618,Majority dark reflect may effort baby.,SQL,2025-01-05,Medium,"['TASK-10174', 'TASK-19930', 'TASK-18163']",4,TM-062,"['Graphic Design', 'Python', 'C++', 'SEO', 'Event Planning']",13
TASK-22619,Though despite stock already charge.,Java,2024-12-31,Medium,"['TASK-20019', 'TASK-11135']",7,TM-053,"['CSS', 'Marketing', 'HTML', 'Data Analysis']",20
TASK-22620,Bed imagine able artist body give.,CSS,2025-01-13,High,[],5,TM-233,"['Teaching', 'Editing', 'Design', 'Data Analysis', 'C++']",13
TASK-22621,Tax fish call chance player several.,Graphic Design,2025-01-22,Medium,[],2,TM-272,"['CSS', 'DevOps', 'Java', 'SEO', 'Editing']",19
TASK-22622,Near particularly about.,Marketing,2024-12-26,Medium,"['TASK-09647', 'TASK-06412', 'TASK-20115']",2,TM-104,"['HTML', 'Data Analysis', 'SEO']",1
TASK-22623,Class health sound spring.,Event Planning,2025-01-11,Medium,"['TASK-10011', 'TASK-12572']",4,TM-010,"['SEO', 'Design', 'Data Analysis', 'CSS']",15
TASK-22624,Person watch college check take produce blue soldier.,Data Analysis,2025-01-09,Medium,"['TASK-16585', 'TASK-20468', 'TASK-11540']",8,TM-014,"['Data Analysis', 'HTML']",14
TASK-22625,Speech close charge say size think.,Editing,2025-01-11,Medium,[],3,TM-068,"['C++', 'Python', 'Customer Support', 'Data Analysis', 'CSS']",4
TASK-22626,Production increase size democratic join.,Teaching,2025-01-07,Low,[],8,TM-144,"['C++', 'Java', 'HTML']",13
TASK-22627,Magazine artist election successful church politics.,Java,2025-01-21,High,[],3,TM-145,"['Event Planning', 'CSS']",8
TASK-22628,Here south with measure daughter fine school.,DevOps,2024-12-26,High,['TASK-12012'],6,TM-088,"['CSS', 'DevOps']",16
TASK-22629,Specific cause good hard little.,Python,2024-12-25,High,"['TASK-12329', 'TASK-12040']",7,TM-455,"['CSS', 'Marketing', 'C++']",5
TASK-22630,Think lawyer do magazine quickly maybe happy.,SQL,2024-12-28,Medium,"['TASK-00470', 'TASK-14458', 'TASK-13761']",4,TM-169,"['Java', 'Event Planning', 'Graphic Design', 'Editing']",14
TASK-22631,Garden yet long yard billion include.,HTML,2025-01-11,Low,"['TASK-10693', 'TASK-11435', 'TASK-02285']",6,TM-236,"['Data Analysis', 'Marketing']",13
TASK-22632,Power consumer week only guess.,Graphic Design,2025-01-03,High,"['TASK-08755', 'TASK-07528', 'TASK-12464']",3,TM-276,"['Marketing', 'Event Planning', 'Editing']",7
TASK-22633,Dark class save skill term floor allow value.,DevOps,2025-01-11,High,"['TASK-16958', 'TASK-08515']",7,TM-295,"['HTML', 'CSS', 'Design', 'Graphic Design', 'Event Planning']",4
TASK-22634,High child offer quality.,Design,2025-01-10,Medium,[],3,TM-030,"['Customer Support', 'SQL', 'Finance', 'Design']",7
TASK-22635,Special page price.,Event Planning,2024-12-27,Low,"['TASK-06203', 'TASK-01638', 'TASK-14776']",7,TM-171,"['Marketing', 'Editing', 'HTML', 'SQL', 'Customer Support']",12
TASK-22636,Increase maintain rest house.,Data Analysis,2025-01-01,Low,[],4,TM-254,"['DevOps', 'Data Analysis', 'Python', 'Event Planning']",19
TASK-22637,Environment hear gun drive.,Java,2024-12-31,High,"['TASK-16935', 'TASK-21822', 'TASK-12899']",3,TM-161,"['Editing', 'Java', 'Event Planning']",3
TASK-22638,Inside step bar discover.,SEO,2025-01-19,Low,[],6,TM-133,"['Graphic Design', 'Design', 'SQL']",13
TASK-22639,Difficult keep organization beautiful.,SQL,2025-01-04,Medium,"['TASK-01570', 'TASK-19152']",8,TM-151,"['SEO', 'SQL']",5
TASK-22640,Value push safe so idea.,C++,2025-01-04,Medium,"['TASK-10359', 'TASK-12581']",2,TM-299,"['Design', 'Data Analysis']",17
TASK-22641,Yourself growth stand until ability.,Marketing,2024-12-25,Medium,['TASK-14803'],4,TM-303,"['CSS', 'SEO']",12
TASK-22642,Economy baby listen.,Java,2025-01-13,Low,['TASK-02678'],2,TM-265,"['Editing', 'Graphic Design']",1
TASK-22643,Final method purpose economy start.,DevOps,2024-12-26,High,[],4,TM-300,"['Event Planning', 'Data Analysis', 'Java']",7
TASK-22644,Cup image test cut force green play.,Editing,2025-01-09,Medium,[],7,TM-428,"['Event Planning', 'Teaching', 'CSS', 'SQL', 'Customer Support']",13
TASK-22645,Attorney raise would design act TV.,C++,2025-01-08,High,"['TASK-05110', 'TASK-09667', 'TASK-08647']",2,TM-411,"['Graphic Design', 'Customer Support']",7
TASK-22646,None none join produce ahead manager friend behind.,Event Planning,2025-01-15,High,"['TASK-09958', 'TASK-14779']",6,TM-405,"['Customer Support', 'SQL']",14
TASK-22647,Field city fill today expert.,Python,2025-01-13,Low,"['TASK-01965', 'TASK-07460']",2,TM-195,"['Data Analysis', 'Graphic Design', 'Java', 'Customer Support', 'DevOps']",1
